gh6,impact_mean,impact_max,n,lat,lon
tdr4r0,24.963583394027676,24.963583394027676,14,13.056565671428572,77.65174158571428
tdr4r1,30.617261471230883,36.16168973051712,67,13.060090066290321,77.65199896612903
tdr4r4,35.41514930808449,37.108521485797525,12,13.064050381249999,77.65174261875
tdr4r5,25.691915513474143,26.110706482155866,3,13.072527449999999,77.6515713
tdr4sb,1.4566642388929352,1.4566642388929352,4,13.09775805,77.56334509999999
tdr4t0,12.946103423160961,29.288055353241077,58,13.098142635299824,77.56937782818423
tdr4t2,23.443190094683175,37.18135469774217,151,13.098550620024234,77.57979247214378
tdr4t3,10.597232337946103,14.093226511289147,7,13.10482967,77.58303264
tdr4t6,13.58339402767662,13.58339402767662,1,13.1105218,77.5801105
tdr4t7,12.333090555960183,13.838310269482884,34,13.115765520000002,77.57844450711112
tdr4t8,46.220259771789266,77.27603787327021,143,13.09934299057027,77.58849221061809
tdr4t9,53.377640203933,53.377640203933,1,13.1015798,77.5863941
tdr4tb,77.57517427947144,84.68681718863802,656,13.09749993222033,77.59902539191738
tdr4tc,10.38055353241078,52.96795338674436,23,13.104723525978022,77.60148641058831
tdr4tf,4.220424513578192,12.454479242534596,27,13.10966966442486,77.60398508886827
tdr4tg,1.3504491381403252,3.3048069919883467,9,13.1143504,77.60651824
tdr4tj,18.23561544064093,18.23561544064093,1,13.126435,77.573445
tdr4tn,18.23561544064093,18.23561544064093,1,13.1341042,77.5700802
tdr4ve,55.77203204661325,55.77203204661325,11,13.160785872727272,77.59562729999999
tdr4w1,10.465222141296431,11.19810633648944,2,13.104051049999999,77.61421225000001
tdr4w5,7.8432265112891475,11.061544064093226,3,13.116384374999999,77.60758809999999
tdr4w8,11.890021849963583,11.890021849963583,1,13.1003213,77.6316592
tdr4w9,12.345229424617624,12.345229424617624,2,13.102264300000002,77.63160355
tdr4we,78.82374362709396,78.82374362709396,1,13.1144957,77.6341878
tdr4wh,28.873512988589464,42.53459577567371,171,13.120804661250663,77.6120944618598
tdr4wk,39.09984771237502,86.58048069919883,71,13.121745753696302,77.62425049685315
tdr4wp,48.83466860888565,48.83466860888565,3,13.1393646,77.61780823333334
tdr4ws,86.9709476410132,91.09613983976693,210,13.12116263406455,77.63197696082261
tdr4y0,49.26711580480699,53.878368536052434,105,13.14233335871674,77.61776841784922
tdr4y1,45.75746540422433,45.75746540422433,2,13.14531705,77.6179212
tdr4y3,57.13765477057538,59.304442825928625,8,13.1492469,77.6192509375
tdr4y4,56.13619810633649,56.13619810633649,1,13.1522221,77.6183576
tdr4y6,55.97839281378975,56.13619810633649,5,13.151521522222223,77.61964256666666
tdr4y7,46.45848506919155,48.45229424617626,19,13.161215862857144,77.62672245928572
tdr4yk,45.30225782957029,45.30225782957029,4,13.16165275,77.62656995
tdr4yu,27.71303714493809,27.71303714493809,1,13.1628009,77.6448425
tdr4yw,22.332483612527312,24.78150036416606,18,13.1753922375,77.6354797875
tdr4zx,84.68833454722021,97.1959213401311,426,13.183263393676631,77.68022757842063
tdr5n8,78.7509104151493,81.30007283321194,4,13.187795099999999,77.63953219999999
tdr5nb,96.09887108521485,98.83466860888565,12,13.1869661,77.6433847
tdr5nc,98.63665331391114,99.74508375819373,730,13.191865458083473,77.6472344985438
tdr5p5,8.985797523670794,9.68681718863802,6,13.201684449999998,77.66210336
tdr5p6,6.973780043699927,6.973780043699927,1,13.19835,77.6705883
tdr5p8,84.59991392438589,95.93954843408594,3276,13.18568205915625,77.68097228036795
tdr5p9,59.438729060451564,98.98033503277495,268,13.191717086817025,77.68006740082586
tdr5pb,44.34242014358547,50.600873998543335,199,13.184166038617377,77.68928214273129
tdr5pd,2.2657957028404954,4.479242534595776,31,13.197032027579365,77.68051310853176
tdr5pe,3.500546249089585,6.272760378732702,14,13.202228566666667,77.67840002777778
tdr5pf,1.0196649672250546,1.3292061179898034,9,13.196880142857141,77.69000842142857
tdr5rb,42.89876183539694,42.89876183539694,2,13.2302231,77.6933171
tdr5sk,95.17479970866715,95.17479970866715,1,13.293684372967755,77.53250753446538
tdr600,84.92807720320467,99.83612527312454,1926,13.010475434334678,77.69907550599841
tdr601,15.143238650157805,21.1034231609614,19,13.017430600462964,77.70471554444445
tdr602,22.560087399854332,22.560087399854332,1,13.0102517,77.7064717
tdr603,20.944100509832484,23.99854333576111,18,13.01710994375,77.7087611775
tdr604,19.118718135469774,24.872541879096868,14,13.0215415925,77.7005600075
tdr606,19.750546249089584,25.96504005826657,42,13.021338654314286,77.71210438115715
tdr60d,19.901675163874728,19.901675163874728,1,13.023399,77.7175331
tdr60e,22.28923889293518,26.70247632920612,44,13.025791793902439,77.71949706280488
tdr60k,24.635833940276765,24.635833940276765,1,13.0305764,77.7169953
tdr60u,44.21734644331148,48.61616897305171,33,13.034371694371345,77.73329831535086
tdr60v,52.03932993445011,57.62927895120175,51,13.036076797222222,77.7361665096591
tdr612,29.08321194464676,34.8871085214858,40,13.01050852724138,77.75963975517242
tdr613,2.5127458120903134,2.5127458120903134,13,13.014146238461537,77.76102565384616
tdr617,21.631463947560086,21.631463947560086,1,13.0282733,77.7507203
tdr619,13.503277494537508,18.372177713037143,27,13.016218206666668,77.76193752266667
tdr61d,7.629278951201749,7.629278951201749,11,13.02059859090909,77.76218468181818
tdr61n,76.31099781500365,78.33211944646759,54,13.044977894230769,77.74934364519231
tdr61p,67.84413692643845,67.84413692643845,3,13.0467996,77.75006186666667
tdr61q,80.14839766933721,80.82665695557174,103,13.045130808333333,77.75550600980392
tdr61r,79.86161689730518,79.86161689730518,10,13.04664051,77.75056031
tdr61x,66.47851420247632,66.47851420247632,2,13.0516142,77.7617289
tdr62f,60.9340859431901,60.9340859431901,1,13.063394,77.7361362
tdr630,74.96813546977421,78.73270211216314,2,13.05539405,77.745439
tdr631,70.62090313182811,72.46904588492352,4,13.06128485,77.74241328333333
tdr638,51.33700967641244,63.51056081573198,93,13.05448745994056,77.76340854518331
tdr6bp,39.912600145666424,39.912600145666424,5,13.1820686,77.6958299
tdr6by,3.4322651128914785,3.4322651128914785,1,13.174255,77.7282783
tdr701,1.345897062393785,3.3048069919883467,13,13.194296790000001,77.69952239999999
tdr704,1.9907744598203447,6.336489439184268,38,13.197612779914529,77.70311447462608
tdr706,2.239621267297888,4.424617625637291,21,13.197215175925926,77.70915879953704
tdr724,37.81864530225783,37.81864530225783,2,13.2421686,77.70413555
tdr726,36.610827870842435,41.023306627822286,3,13.242648833333334,77.71098666666667
tdr727,34.40762320951687,42.95338674435543,99,13.245983338735613,77.71420599173746
tdr72k,44.04588492352512,44.04588492352512,3,13.250599,77.7072458
tdr72m,36.12527312454479,36.12527312454479,4,13.257282400000001,77.71231025
tdr72t,29.09686817188638,33.02986161689731,4,13.257899066666667,77.71748096666667
tdr72w,27.603787327021124,27.603787327021124,1,13.2645843,77.7187993
tdr72x,30.080116533139112,30.080116533139112,1,13.266818,77.7192361
